,pred,labels
0,0.7937544530425912,1.0
1,0.5961131944583115,0.0
2,0.5117123491982352,0.0
3,0.3097384030058842,0.0
4,0.6393602592620681,1.0
5,0.7752933543214839,1.0
6,0.6882260607880343,1.0
7,0.9061447674148553,1.0
8,0.5735895253788131,1.0
9,0.5576591050545827,0.0
10,0.8744589641490123,1.0
11,0.8213952871944449,1.0
12,0.6728439013423098,0.0
13,0.5511373446671406,0.0
14,0.9167971968126748,1.0
15,0.3933454598244647,0.0
16,0.8035619122304912,1.0
17,0.6536836334289747,1.0
18,0.5358681440854455,0.0
19,0.5695013337809537,1.0
20,0.5346769741108389,0.0
21,0.8863362255247336,0.0
22,0.5125645123500427,0.0
23,0.6827192957237039,1.0
24,0.49842607290052193,0.0
25,0.5987405447623011,0.0
26,0.3452846764193051,0.0
27,0.8246499678877514,1.0
28,0.5185734662507047,0.0
29,0.5187948541729639,0.0
30,0.4901905878074104,0.0
31,0.8998795634763342,0.0
32,0.5168407288786777,0.0
33,0.642693613507417,1.0
34,0.446245136370992,0.0
35,0.6636940003776326,1.0
36,0.6878489039637619,1.0
37,0.5887710106461006,1.0
38,0.5069734161333925,0.0
39,0.5044166328529175,0.0
40,0.7206809752594872,1.0
41,0.515316690695221,0.0
42,0.5543000019856351,1.0
43,0.49342726986856655,0.0
44,0.5060700934101605,0.0
45,0.49743113349270374,0.0
46,0.6030184680789273,1.0
47,0.5177498068994296,0.0
48,0.838699780125963,1.0
49,0.5279440288983721,1.0
50,0.5619278596675501,1.0
51,0.9265123547633475,1.0
52,0.5319673813736256,0.0
53,0.9357492284034161,1.0
54,0.3993323806477599,0.0
55,0.7603450082805477,1.0
56,0.740846215915143,0.0
57,0.500216697153742,1.0
58,0.49220982437808736,0.0
59,0.5141755645599225,0.0
60,0.6923770605478771,1.0
61,0.5564730814048905,1.0
62,0.5198261373285079,0.0
63,0.6324693291006901,0.0
64,0.5531693521813161,1.0
65,0.5666129994890856,0.0
66,0.6871697451457153,1.0
67,0.9271775951637289,1.0
68,0.6508185575979616,0.0
69,0.9112713931234441,1.0
70,0.5759560844031714,0.0
71,0.8337547607817584,1.0
72,0.6974602973540479,1.0
73,0.9436698916813571,1.0
74,0.7384808192123675,1.0
75,0.5350524868984469,0.0
76,0.7276355250882914,1.0
77,0.04945565462844021,0.0
78,0.7080913259338454,0.0
79,0.8083443361849103,1.0
80,0.831836306321499,1.0
81,0.6111863401447717,1.0
82,0.7022862016142412,1.0
83,0.6217129901174958,1.0
84,0.7692760326281268,1.0
85,0.892160456291896,0.0
86,0.7260560334330283,1.0
87,0.7596512432025854,1.0
88,0.9801872465019071,0.0
89,0.514041750364232,0.0
90,0.870362199883859,1.0
91,0.5915090683903238,1.0
92,0.06339155099327995,1.0
93,0.8793225985501008,1.0
94,0.5313588587532874,0.0
95,0.8428050539068418,1.0
96,0.5980030512483835,0.0
97,0.50898175743917,0.0
98,0.6275135470789185,1.0
99,0.5086941555259674,0.0
100,0.7034449996488481,1.0
101,0.7834557861249745,1.0
102,0.4315300050830221,1.0
103,0.6039474406540274,0.0
104,0.6125565800643714,0.0
105,0.4982069295157183,0.0
106,0.6052803127545607,0.0
107,0.5208072175122083,1.0
108,0.5151883568500468,1.0
109,0.5198493314644572,0.0
110,0.7091713394990754,1.0
111,0.5798372412254305,0.0
112,0.5306004373341183,1.0
113,0.5334247321862057,1.0
114,0.6248179003461611,1.0
115,0.9044312273866465,1.0
116,0.5112283833805775,0.0
117,0.41058486237128855,0.0
118,0.5710791954139973,0.0
119,0.5052770915399899,0.0
120,0.5160972146428586,0.0
121,0.5031360051149653,0.0
122,0.9288701908440472,1.0
123,0.5095259504721763,1.0
124,0.5211407172092415,0.0
125,0.9424491135834119,1.0
126,0.4933426215542989,0.0
127,0.5858636623379126,1.0
128,0.8794782842835147,1.0
129,0.5645603098584212,1.0
130,0.6698528418890557,1.0
131,0.5351800854452478,0.0
132,0.9666266012531264,1.0
133,0.7414691595537383,1.0
134,0.818598282297768,1.0
135,0.17093283111902927,0.0
136,0.603860054705554,1.0
137,0.7849382502451234,1.0
138,0.697044181425173,1.0
139,0.5302349662529083,1.0
140,0.736254609074659,1.0
141,0.516907959679295,0.0
142,0.5747876975295513,0.0
143,0.500477307269273,0.0
144,0.516489158962246,0.0
145,0.846270533221252,1.0
146,0.5653800899602264,0.0
147,0.5705244806158497,0.0
148,0.5314893484912131,0.0
149,0.5539125957845077,0.0
150,0.49941251246059404,0.0
151,0.5167636945236197,0.0
152,0.605187999951375,0.0
153,0.7427676000328767,1.0
154,0.5279600446039776,0.0
155,0.5520112650042097,1.0
156,0.6642020339039952,1.0
157,0.30258399109079537,0.0
158,0.5171606056616536,0.0
159,0.5161591864030586,0.0
160,0.973447071836854,1.0
161,0.5084516689831625,0.0
162,0.932617015937605,1.0
163,0.8680114004640648,1.0
164,0.5137662753974104,0.0
165,0.5599147266556994,1.0
166,0.7868265996868258,1.0
167,0.5343534999894736,0.0
168,0.5000537840755799,0.0
169,0.5129209661243559,0.0
170,0.42125652597728525,0.0
171,0.6488399442647592,0.0
172,0.5506443148060334,1.0
173,0.768704643968721,0.0
174,0.6125677404957379,0.0
175,0.8683939670041456,1.0
176,0.7103669603379672,1.0
177,0.5844804038893279,0.0
178,0.6073993444139476,0.0
179,0.6169977094847954,0.0
180,0.5034080650292708,0.0
181,0.7070185596198356,0.0
182,0.5634774139215115,0.0
183,0.5901827942524809,1.0
184,0.5054072182560485,0.0
185,0.5173117439786006,0.0
186,0.45680116638130464,0.0
187,0.5378792505643459,1.0
188,0.5130495690264798,0.0
189,0.5427996740073254,0.0
190,0.7904982737138418,1.0
191,0.5401258921081434,0.0
