,pred,labels
0,0.8097129,1.0
1,0.44635475,1.0
2,0.329502,1.0
3,1.4747963,1.0
4,0.8549191,1.0
5,0.76471436,1.0
6,1.3748286,1.0
7,0.27568886,1.0
8,1.0599215,1.0
9,1.3947703,1.0
10,1.0514183,1.0
11,0.45061034,1.0
12,1.0882628,1.0
13,0.5608517,1.0
14,0.5732422,1.0
15,0.49635714,1.0
16,0.8270375,1.0
17,1.3140929,1.0
18,0.39004204,1.0
19,0.6522124,1.0
20,1.2127366,1.0
21,0.81612206,1.0
22,0.41541192,1.0
23,1.3864582,1.0
24,0.76736265,1.0
25,1.640918,1.0
26,0.6701234,1.0
27,1.4677811,1.0
28,1.2359674,1.0
29,0.41152614,1.0
30,1.0729308,1.0
31,0.5879462,1.0
32,2.446031,1.0
33,0.69921184,1.0
34,1.9394304,1.0
35,0.30242452,1.0
36,0.47362006,1.0
37,1.6460408,1.0
38,1.0133257,1.0
39,0.7967652,1.0
40,1.4743105,1.0
41,1.6178874,1.0
42,0.25542024,1.0
43,0.6026165,1.0
44,0.87809384,1.0
45,1.0774584,1.0
46,0.34723306,1.0
47,1.6729386,1.0
48,0.48150247,1.0
49,0.4083035,1.0
50,0.4319594,1.0
51,0.6203824,1.0
52,0.702376,1.0
53,2.3665214,1.0
54,0.6141653,1.0
55,0.40557238,1.0
56,0.9137255,1.0
57,0.728055,1.0
58,0.49321613,1.0
59,0.49016696,1.0
60,0.22501384,1.0
61,0.6222295,1.0
62,0.52965885,1.0
63,1.3144242,1.0
64,0.7241937,1.0
65,1.26415,1.0
66,1.0745218,1.0
67,1.3536724,1.0
68,0.6929391,1.0
69,0.31168723,1.0
70,0.59425545,1.0
71,0.3439442,1.0
72,0.6917178,1.0
73,1.959038,1.0
74,0.36771134,1.0
75,0.3373563,1.0
76,0.23564677,1.0
77,1.5494967,1.0
78,1.0337497,1.0
79,1.1303059,1.0
80,0.5847269,1.0
81,0.59380156,1.0
82,0.70656097,1.0
83,1.4778056,1.0
84,0.36110446,1.0
85,0.63239413,1.0
86,0.7446264,1.0
87,1.616735,1.0
88,0.40233696,1.0
89,0.5916859,1.0
90,0.27740663,1.0
91,0.36477557,1.0
92,0.86415637,1.0
93,0.7746972,1.0
94,2.0699043,1.0
95,0.7721802,1.0
96,0.55126476,1.0
97,0.7041124,1.0
98,0.63357437,1.0
99,0.41489425,1.0
100,0.56369126,1.0
101,0.71741426,1.0
102,0.6130652,1.0
103,0.7110768,1.0
104,2.217496,1.0
105,1.532655,1.0
106,0.9009168,1.0
107,1.8232574,1.0
108,1.0106276,1.0
109,2.1350296,1.0
110,0.48413023,1.0
111,0.5981382,1.0
112,0.44549736,1.0
113,0.3123547,1.0
114,0.24958912,1.0
115,1.145966,1.0
116,1.3269184,1.0
117,1.6461754,1.0
118,1.1550395,1.0
119,0.9810226,1.0
120,0.6926204,1.0
121,1.6254721,1.0
122,0.4163982,1.0
123,0.32654268,1.0
124,0.4272846,1.0
125,0.52396667,1.0
126,1.6777922,1.0
127,0.59549713,1.0
128,1.1459839,1.0
129,0.39817232,1.0
130,0.23636925,1.0
131,0.4275725,1.0
132,0.86057925,1.0
133,0.68479395,1.0
134,0.94522953,1.0
135,0.44302016,1.0
136,0.38735807,1.0
137,0.7873119,1.0
138,0.6841959,1.0
139,1.3212016,1.0
140,0.54171425,1.0
141,0.6114006,1.0
142,1.3170446,1.0
143,0.47564265,1.0
144,0.54274577,1.0
145,0.61987877,1.0
146,1.169029,1.0
147,0.48335046,1.0
148,1.5199375,1.0
149,0.3578051,1.0
150,1.5785708,1.0
151,0.8349839,1.0
152,1.0406119,1.0
153,0.5765651,1.0
154,1.4478385,1.0
155,1.4578042,1.0
156,0.8907877,1.0
157,0.5498421,1.0
158,0.56863105,1.0
159,1.0164188,1.0
160,1.1616491,1.0
161,1.3584538,1.0
162,0.433081,1.0
163,1.0426717,1.0
164,0.39403212,1.0
165,0.5580564,1.0
166,0.5019926,1.0
167,0.20686373,1.0
168,2.206942,1.0
169,0.44231343,1.0
170,1.3283749,1.0
171,1.0922614,1.0
172,0.77555555,1.0
173,1.049337,1.0
174,1.0297624,1.0
175,0.8411274,1.0
176,0.38860923,1.0
177,0.7787694,1.0
178,0.3455614,1.0
179,0.5342929,1.0
180,1.0978522,1.0
181,0.75739926,1.0
182,0.8580419,1.0
183,3.4981844,1.0
184,0.5286502,1.0
185,0.93607444,1.0
186,0.86459553,1.0
187,2.1935046,1.0
188,1.6313491,1.0
189,0.33614507,1.0
190,0.80633825,1.0
191,1.0151639,1.0
192,0.342479,1.0
193,2.4753923,1.0
194,1.7614807,1.0
195,1.6296567,1.0
196,0.29358938,1.0
197,0.27071157,1.0
198,1.0852684,1.0
199,0.587517,1.0
200,0.76710254,1.0
201,1.159029,1.0
202,2.4973054,1.0
203,1.7280954,1.0
204,0.27710494,1.0
205,1.6493591,1.0
206,1.1428859,1.0
207,0.5719913,1.0
208,0.8729674,1.0
209,0.95921284,1.0
210,0.89885986,1.0
211,0.66442776,1.0
212,0.46839714,1.0
213,1.0195854,1.0
214,0.5423854,1.0
215,0.9958995,1.0
216,1.306567,1.0
217,0.54253006,1.0
218,0.60416645,1.0
219,0.951476,1.0
220,1.2363014,1.0
221,0.29632542,1.0
222,1.1241175,1.0
223,0.6511283,1.0
224,1.1898153,1.0
225,0.747267,1.0
226,0.30456728,1.0
227,1.3681142,1.0
228,0.55241245,1.0
229,1.8865231,1.0
230,0.7174848,1.0
231,0.80590206,1.0
232,0.70050764,1.0
233,2.5811749,1.0
234,1.2959285,1.0
235,1.3354738,1.0
236,0.62827027,1.0
237,1.5529686,1.0
238,0.8587453,1.0
239,1.0599418,1.0
240,1.3862922,1.0
241,1.095777,1.0
242,0.66318774,1.0
243,0.32173377,1.0
244,0.35313135,1.0
245,1.3403012,1.0
246,1.2350055,1.0
247,1.196147,1.0
248,0.75972635,1.0
249,1.293971,1.0
250,0.5515026,1.0
251,1.1788243,1.0
252,0.63231635,1.0
253,0.876645,1.0
254,2.55353,1.0
255,0.5488772,1.0
256,1.352876,1.0
257,0.6472813,1.0
258,0.3517164,1.0
259,0.3862803,1.0
260,0.43907788,1.0
261,1.2223464,1.0
262,2.312459,1.0
263,0.9021113,1.0
264,1.3838968,1.0
265,0.9447407,1.0
266,0.3339757,1.0
267,1.1296873,1.0
268,0.24108553,1.0
269,0.3745241,1.0
270,1.1619269,1.0
271,0.6564954,1.0
272,0.3732703,1.0
