,pred,labels
0,0.41935185539748404,0.0
1,0.5713375392297841,1.0
2,0.3416795313317746,0.0
3,0.7643591702875725,1.0
4,0.7312822359155774,1.0
5,0.5440323625208326,0.0
6,0.5180404323854317,0.0
7,0.6147003567612358,1.0
8,0.574523273731663,1.0
9,0.592169792733711,1.0
10,0.8199751627994711,1.0
11,0.9281207735283913,1.0
12,0.5958906063070676,1.0
13,0.6144303014943608,0.0
14,0.9280707993234607,1.0
15,0.9065834813046447,1.0
16,0.8256402357254463,1.0
17,0.5901518616330671,0.0
18,0.42954377185935394,0.0
19,0.5611585357981222,1.0
20,0.7583214675277319,1.0
21,0.6512732602916698,0.0
22,0.3790053141838377,0.0
23,0.657641063995213,1.0
24,0.6419259443482586,1.0
25,0.8509479950642406,1.0
26,0.9991681932407619,1.0
27,0.8878515613010295,1.0
28,0.49402292081365357,0.0
29,0.8024374518952366,1.0
30,0.5556656583205282,0.0
31,0.9396636266519215,1.0
32,0.7175521048840068,1.0
33,0.8266611211724887,1.0
34,0.5275789384972952,0.0
35,0.5679319557422964,0.0
36,0.5075751369137336,0.0
37,0.1950205389076833,0.0
38,0.8047615830368401,1.0
39,0.6932118730372997,0.0
40,0.43900658148141947,0.0
41,0.6254008093984637,1.0
42,0.5635710697907121,1.0
43,0.7388693194509721,1.0
44,0.6257520760942324,0.0
45,0.5244101875737047,1.0
46,0.5525511101549827,1.0
47,0.48411076976632267,0.0
48,0.5050644727857986,0.0
49,0.3882726820810426,0.0
50,0.6173861230372842,0.0
51,0.511918762891631,0.0
52,0.5499857399584721,0.0
53,0.5585877304723214,0.0
54,0.4769070464788073,0.0
55,0.7788225929547057,1.0
56,0.5241524902015176,0.0
57,0.6370811464685266,0.0
58,0.5549627693149002,0.0
59,0.892870099357728,1.0
60,0.6004487506571405,0.0
61,0.8807040050453081,0.0
62,0.3227878972392938,0.0
63,0.5442024244770322,0.0
64,0.475771525754145,0.0
65,0.5845893404222313,0.0
66,0.745853187245439,1.0
67,0.6604853144396364,0.0
68,0.5316123556819525,0.0
69,0.8152959347157404,1.0
70,0.3502230359915345,0.0
71,0.4997630051095098,0.0
72,0.7010675650233675,1.0
73,0.7457754566887934,1.0
74,0.5268843047372654,0.0
75,0.9556161200715029,1.0
76,0.5147330900759651,0.0
77,0.5327940063621334,0.0
78,0.4702174065364899,0.0
79,0.5341731580695676,0.0
80,0.551475754707058,0.0
81,0.49234103637436943,0.0
82,0.8453704270335471,0.0
83,0.6374027220168915,1.0
84,0.5025695510817912,0.0
85,0.5781997613272293,0.0
86,0.5777391437180708,1.0
87,0.6272864796958015,0.0
