,pred,labels
0,0.386986914,0
1,0.369634611,0
2,0.367952938,0
3,0.476122295,0
4,0.73450636,1
5,0.508024562,0
6,0.862306704,1
7,0.698706394,1
8,0.613759725,1
9,0.407396025,0
10,0.207059262,0
11,0.629470588,1
12,0.634259284,0
13,0.866984151,1
14,0.826632539,1
15,0.518524631,0
16,0.595619842,0
17,0.904500302,1
18,0.45762507,0
19,0.706952414,1
20,0.511982266,1
21,0.609337102,1
22,0.582304933,1
23,0.252928174,0
24,0.272361892,0
25,0.5636131,0
26,0.89142435,1
27,0.63608566,1
28,0.584475599,1
29,0.554587452,0
30,0.853417272,1
31,0.760482593,1
32,0.504480139,1
33,0.871491874,1
34,0.557724156,0
35,0.721837839,1
36,0.478505819,0
37,0.702701847,0
38,0.546910027,0
39,0.92321676,1
40,0.85294047,1
41,0.750121988,1
42,0.746183569,1
43,0.165399041,1
44,0.84839214,1
45,0.779265805,1
46,0.568879977,0
47,0.665929577,0
48,0.23715274,0
49,0.541013221,1
50,0.522419371,0
51,0.242795856,0
52,0.614451409,1
53,0.506363568,0
54,0.577262873,0
55,0.536609871,0
56,0.584305384,1
57,0.646149741,1
58,0.619076369,1
59,0.852235583,1
60,0.726449842,1
61,0.505704299,0
62,0.528005721,0
63,0.539238228,1
64,0.639607663,1
65,0.56096871,0
66,0.546139093,0
67,0.492173576,0
68,0.725110717,1
69,0.999996686,1
70,0.933396687,1
71,0.81409674,1
72,0.668599617,1
73,0.664804219,1
74,0.70250984,0
75,0.348195835,0
76,0.705989455,0
77,0.465892147,0
78,0.148878315,0
79,0.597904975,0
80,0.710468578,1
81,0.60141541,1
82,0.535701779,0
83,0.691689519,1
84,0.65771137,0
85,0.65555221,1
86,0.887814327,1
87,0.514961848,0
88,0.565958193,1
89,0.499814698,0
90,0.561663305,0
91,0.510222117,1
92,0.50122384,0
93,0.768355782,1
94,0.938115698,1
95,0.221015615,0
96,0.487172065,0
97,0.692041041,1
98,0.534997872,1
99,0.457902123,0
100,0.716775004,0
